1 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Income Statement | 7 | 1 | Income Statement Whereas | Income Statement Whereas the balance sheet shows a company’s | 2 | 1 | 0 | 
1665 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | REPORTS OF INTERNATIONAL | REPORTS OF INTERNATIONAL TRANSPORTATION OF CURRENCY OR MONET | 1 | 2 | 0 | 
1666 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | For the purposes of this | For the purposes of this statute, the term monetary instrume | 2 | 1 | 0 | 
1667 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | There are exemptions from | There are exemptions from the CMIR filin g requirements that | 1 | 2 | 0 | 
1668 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | A copy of this form is in | A copy of this form is included at the end of this chapter. | 1 | 4 | 0 | 
1669 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | REPORT OF FOREIGN BANK AN | REPORT OF FOREIGN BANK AND FINANCIAL ACCOUNTS (FBAR)—TREASUR | 4 | 2 | 0 | 
1670 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Title II — Reporting and Recordkeeping | 51 | 16 | Money Laundering  Financi | Money Laundering  Financial Transactions   1.1626            | 2 | 2 | 0 | 
1671 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | APPRAISAL FRAUD | 18 | 17 | APPRAISAL FRAUD Appraisal | APPRAISAL FRAUD Appraisal fraud is often associated with mon | 2 | 2 | 0 | 
1672 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | APPRAISAL FRAUD | 18 | 17 | Appraisal fraud occurs wh | Appraisal fraud occurs where appraisers fail to accurately e | 4 | 2 | 0 | 
1673 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Calling in a Specialist | 33 | 18 | Calling in a Specialist C | Calling in a Specialist Converting ill-gotten gains into cas | 5 | 2 | 0 | 
1674 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Calling in a Specialist | 33 | 18 | White-collar professional | White-collar professionals, such as attorneys, accountants,  | 0 | 1 | 0 | 
1675 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Calling in a Specialist | 33 | 18 | Financial Transactions  M | Financial Transactions  Money Laundering 2011 Fraud Examiner | 2 | 2 | 0 | 
1676 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Special Due Diligence for Foreign Accounts | 44 | 19 | Special Due Diligence for | Special Due Diligence for Foreign Accounts Section 312 of th | 2 | 3 | 0 | 
1677 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Special Due Diligence for Foreign Accounts | 44 | 19 | A private banking account | A private banking account is defined by the Act as an accoun | 3 | 2 | 0 | 
1678 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Special Due Diligence for Foreign Accounts | 44 | 19 | For private banking accou | For private banking accounts held by non-U.S. persons, the A | 3 | 2 | 0 | 
1679 | Money Laundering 16 | XYZ Company deposits an extra $20,000 a month in its bank account although there are no recorded sales for that amount. At the end of the year, the company has an extra $240,000 in its account. This type of money laundering scheme is most properly referred to as: | Balance sheet laundering | Overstatement of reported expenses | Overstatement of reported revenues | Smurfing | Special Due Diligence for Foreign Accounts | 44 | 19 | A correspondent account i | A correspondent account is defined as an account established | 5 | 2 | 0 | 
