rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
2243|Securities Fraud 21|4|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Backdating Stock Options|Backdating Stock Options As a supplement to salary, companie
2244|Securities Fraud 21|4|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In this way, companies gr|In this way, companies grant stock options as an incentive f
2245|Securities Fraud 21|4|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|For example, on June 1, 2|For example, on June 1, 2008, Company XYZ grants its CEO a s
2246|Securities Fraud 21|4|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Backdating stock options|Backdating stock options came to the attention of the U.S. S
2247|Securities Fraud 21|4|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In August of 2002, certai|In August of 2002, certain provisions laid out under the Sar
2248|Securities Fraud 21|4|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Additionally, the revelat|Additionally, the revelation of the prevalence of backdating
2249|Securities Fraud 21|5|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|SECURITIES FRAUD (TITLE 1|SECURITIES FRAUD (TITLE 18, U.S. CODE, § 1348) Whoever knowi
2250|Securities Fraud 21|5|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|(1) to defraud any person|(1) to defraud any person in connection with any security of
2251|Securities Fraud 21|5|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|(2) to obtain, by means o|(2) to obtain, by means of false or fraudulent  pretenses, r
2252|Securities Fraud 21|5|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|shall be fined under this|shall be fined under this title, or imprisoned not more than
2253|Securities Fraud 21|5|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|DOCUMENT DESTRUCTION  Sec|DOCUMENT DESTRUCTION  Section 802 of the Act makes destroyin
2254|Securities Fraud 21|5|3|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The final rules adopted b|The final rules adopted by the SEC under section 802 specifi
2255|Securities Fraud 21|5|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Section 1102 of the Act a|Section 1102 of the Act amends § 1512 of the U.S. Code to ma
2256|Securities Fraud 21|5|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|FREEZING OF ASSETS During|FREEZING OF ASSETS During an investigation of possible secur
2257|Securities Fraud 21|5|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|BANKRUPTCY LOOPHOLES Sect|BANKRUPTCY LOOPHOLES Section 803 amends the bankruptcy code 
2258|Securities Fraud 21|5|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|DISGORGEMENT OF BONUSES O|DISGORGEMENT OF BONUSES One of the most unique aspects of th
2259|Securities Fraud 21|5|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Financial Transactions  S|Financial Transactions  Securities Fraud 2011 Fraud Examiner
2260|Securities Fraud 21|7|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Self-Regulatory Organizat|Self-Regulatory Organizations SEC delegates significant regu
2261|Securities Fraud 21|7|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The Maloney Act of 1938 a|The Maloney Act of 1938 amended the Securities Exchange Act 
2262|Securities Fraud 21|7|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In 2007, the Financial In|In 2007, the Financial Industry Regulatory Authority (FINRA)
2263|Securities Fraud 21|7|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|FINRA touches virtually e|FINRA touches virtually every aspect of the securities busin
2264|Securities Fraud 21|7|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Fraud  Financi|Securities Fraud  Financial Transactions   1.1514           
2265|Securities Fraud 21|8|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Investment Company Act of|Investment Company Act of 1940 Under the Investment Company 
2266|Securities Fraud 21|8|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Although there are crimin|Although there are criminal penalties attached to violations
2267|Securities Fraud 21|8|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Fraud  Financi|Securities Fraud  Financial Transactions   1.1504           
2268|Securities Fraud 21|9|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The Sarbanes-Oxley Act  T|The Sarbanes-Oxley Act  The Sarbanes-Oxley Act of 2002 is on
2269|Securities Fraud 21|9|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The most significant chan|The most significant changes brought on by the Act include: 
2270|Securities Fraud 21|9|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The Act is discussed in d|The Act is discussed in detail in the Law Related to Fraud” 
2271|Securities Fraud 21|10|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Commodity Futures, Exchan|Commodity Futures, Exchange-Traded Options, and OTC Options 
2272|Securities Fraud 21|10|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Derivatives trading is ri|Derivatives trading is risky business. But a lack of adequat
2273|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|OIL, GAS, AND MINERAL INT|OIL, GAS, AND MINERAL INTERESTS Usually the sale of fraction
2274|Securities Fraud 21|11|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Occasionally, the investm|Occasionally, the investment may be a complete fabrication. 
2275|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|EXAMPLE A good example of|EXAMPLE A good example of this is the Bre-X gold scandal tha
2276|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Not to be deterred by pro|Not to be deterred by proximity or diplomatic difficulties, 
2277|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The accuracy of the sampl|The accuracy of the sampling began to come into question. In
2278|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The most disturbing aspec|The most disturbing aspect of this case is the severe handic
2279|Securities Fraud 21|11|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In Indonesia, no extradit|In Indonesia, no extradition or law-enforcement cooperation 
2280|Securities Fraud 21|11|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Investors in such venture|Investors in such ventures can easily find themselves with n
2281|Securities Fraud 21|11|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|When examining the case f|When examining the case from a follow the money” standpoint,
2282|Securities Fraud 21|12|2|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Systematically Trading Ac|Systematically Trading Accounts Against Each Other Systemati
2283|Securities Fraud 21|12|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Financial Transactions  S|Financial Transactions  Securities Fraud 2011 Fraud Examiner
2284|Securities Fraud 21|12|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Over time one of the pool|Over time one of the pools will suffer a loss while the othe
2285|Securities Fraud 21|12|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In the long run, one of t|In the long run, one of the investment pools will dissolve b
2286|Securities Fraud 21|12|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Supervisors and complianc|Supervisors and compliance managers of brokerages should be 
2287|Securities Fraud 21|12|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The general partner would|The general partner would have committed a material breach o
2288|Securities Fraud 21|13|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|OFF-BALANCE SHEET  TRANSA|OFF-BALANCE SHEET  TRANSACTIONS The Sarbanes-Oxley Act direc
2289|Securities Fraud 21|13|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|PRO FORMA FINANCIAL INFOR|PRO FORMA FINANCIAL INFORMATION Section 401 also directed th
2290|Securities Fraud 21|13|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|PROHIBITIONS ON PERSONAL|PROHIBITIONS ON PERSONAL LOANS TO EXECUTIVES Section 402 mak
2291|Securities Fraud 21|13|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|RESTRICTIONS ON INSIDER T|RESTRICTIONS ON INSIDER TRADING Section 403 establishes disc
2292|Securities Fraud 21|13|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Under § 306, directors an|Under § 306, directors and officers are also prohibited from
2293|Securities Fraud 21|13|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Financial Transactions  S|Financial Transactions  Securities Fraud 2011 Fraud Examiner
2294|Securities Fraud 21|13|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|ENHANCED REVIEW OF PERIOD|ENHANCED REVIEW OF PERIODIC FILINGS Section 408 of the Act n
2295|Securities Fraud 21|13|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|REAL TIME DISCLOSURES  Un|REAL TIME DISCLOSURES  Under § 409, public companies must pu
2296|Securities Fraud 21|14|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Failure to Report Client|Failure to Report Client Complaints Investment and advisory 
2297|Securities Fraud 21|15|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Other Criminal Penalties|Other Criminal Penalties  SECURITIES FRAUD  Section 807 of t
2298|Securities Fraud 21|16|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|INSIDER TRADING RULES Rul|INSIDER TRADING RULES Rule 10b-5, promulgated under section 
2299|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|However, 10b-5 claims do|However, 10b-5 claims do have certain limitations. For examp
2300|Securities Fraud 21|16|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|In Stoneridge, a group of|In Stoneridge, a group of investors in Charter Communication
2301|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The interesting thing abo|The interesting thing about the Stoneridge decision is that 
2302|Securities Fraud 21|16|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The SEC also recently iss|The SEC also recently issued Rule 10b5-1 and Rule 10b5-2 to 
2303|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Fraud  Financi|Securities Fraud  Financial Transactions   1.1542           
2304|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Recently, the SEC indicat|Recently, the SEC indicated that it intends to scrutinize pl
2305|Securities Fraud 21|16|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Rule 10b5-2 addresses the|Rule 10b5-2 addresses the issue of when a breach of a family
2306|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Rule 10b5-2 seeks to prov|Rule 10b5-2 seeks to provide further guidance regarding what
2307|Securities Fraud 21|16|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Subsection (b)(3) also cr|Subsection (b)(3) also creates a presumption that any person
2308|Securities Fraud 21|17|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Failure to Supervise  Bro|Failure to Supervise  Broker-dealer firms are responsible fo
2309|Securities Fraud 21|18|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|PUBLIC DISCLOSURE REQUIRE|PUBLIC DISCLOSURE REQUIREMENTS In 2000, the SEC adopted rule
2310|Securities Fraud 21|18|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Fraud  Financi|Securities Fraud  Financial Transactions   1.1540           
2311|Securities Fraud 21|18|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The SEC provides three op|The SEC provides three options for proper dissemination: 1. 
2312|Securities Fraud 21|18|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Regulation FD only applie|Regulation FD only applies to material communications betwee
2313|Securities Fraud 21|19|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Exchange Act o|Securities Exchange Act of 1934 Unlike the 1933 Act, the Sec
2314|Securities Fraud 21|19|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|The 1934 Act contains sec|The 1934 Act contains section 10(b), a comprehensive anti-fr
2315|Securities Fraud 21|19|0|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|It shall be unlawful for|It shall be unlawful for any person, directly or indirectly,
2316|Securities Fraud 21|19|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|(1)  to employ any device|(1)  to employ any device, scheme or artifice to defraud,
2317|Securities Fraud 21|19|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|(2)  to make any untrue s|(2)  to make any untrue statement of a material fact or to o
2318|Securities Fraud 21|20|1|2|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Act of 1933 Co|Securities Act of 1933 Concern over the 1929 stock market cr
2319|Securities Fraud 21|20|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|any note, stock, treasury|any note, stock, treasury stock, bond, debenture,  investmen
2320|Securities Fraud 21|20|0|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|Securities Fraud  Financi|Securities Fraud  Financial Transactions   1.1502           
2321|Securities Fraud 21|20|1|1|0|Audit committee|Internal auditor|Board of directors|Chief executive officer|This Act also requires th|This Act also requires that investors be given full and fair
2322|Securities Fraud 22|1|3|2|0|Churning|Front running|Conversion|Parking|DEFINITION OF EXCESSIVE T|DEFINITION OF EXCESSIVE TRADING ACTIVITY The Commodity Futur
